codigo,curso,seccion,modalidad,edificio,salon,inicio,final,dias,catedratico,auxiliar,detalle
0508,MONTAJE Y MANTENIMIENTO DE EQUIPO,N-,PRESENCIAL,T-7,201,16:30,17:20,LU  MI  VI,BYRON GIOVANNI PALACIOS COLINDRES,SIN AUXILIAR,Ver Restricciones
0512,INSTRUMENTACION MECANICA,N-,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,MA  JU,HERBERT SAMUEL FIGUEROA AVENDAÑO,SIN AUXILIAR,Ver Restricciones
0530,MECANISMOS,N-,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,MA  JU,LUIS ALFREDO ASTURIAS ZUNIGA,SIN AUXILIAR,Ver Restricciones
0550,VIAS TERRESTRES 1,N-,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,MARIO ESTUARDO ARRIOLA AVILA,SIN AUXILIAR,Ver Restricciones
0642,SEGURIDAD E HIGIENE INDUSTRIAL,N-,PRESENCIAL,T-3,313,18:10,19:00,MA  JU,HUGO LEONEL ALVARADO DE LEON,SIN AUXILIAR,Ver Restricciones
0654,CONTABILIDAD 3,N-,PRESENCIAL,T-3,109,19:50,20:40,MA  JU,ALDO OZAETA SANTIAGO,SIN AUXILIAR,Ver Restricciones
0662,LEGISLACION 1,N-,PRESENCIAL,T-3,114,18:10,19:00,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Ver Restricciones
0664,LEGISLACION 2,N-,PRESENCIAL,T-3,111,17:20,18:10,MA  JU,ALDO OZAETA SANTIAGO,SIN AUXILIAR,Ver Restricciones
0676,COMERCIO INTERNACIONAL,N-,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,18:10,MA  JU,MARIA MARTHA WOLFORD E. DE HERNANDEZ,SIN AUXILIAR,Ver Restricciones
3022,PSICOLOGIA INDUSTRIAL (DIPLOMADO),N-,PRESENCIAL,T-3,112,17:20,18:10,MA  JU,KARLA LIZBETH MARTÍNEZ VARGAS,SIN AUXILIAR,Ver Restricciones
3662,LEGISLACION 1 (DIPLOMADO),N-,PRESENCIAL,T-3,114,18:10,19:00,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Ver Restricciones
3664,LEGISLACION 2 (DIPLOMADO),N-,PRESENCIAL,T-3,111,17:20,18:10,MA  JU,ALDO OZAETA SANTIAGO,SIN AUXILIAR,Ver Restricciones
7905,SEMINARIO DE INVESTIGACION INDUSTRIAL,N-,PRESENCIAL,T-3,213,14:50,15:40,MA  JU,EDWIN JOSUE IXPATA REYES,SIN AUXILIAR,Ver Restricciones
0390,TERMODINAMICA 1,N-,PRESENCIAL,T-7,202,16:30,17:20,MA  JU,ESDRAS FELICIANO MIRANDA OROZCO,SIN AUXILIAR,Sin restricciones
0392,TERMODINAMICA 2,N-,PRESENCIAL,T-7,102,16:30,17:20,MA  JU,MILTON ALEXANDER FUENTES OROZCO,SIN AUXILIAR,Sin restricciones
0654,CONTABILIDAD 3,N-,PRESENCIAL,T-3,404,08:50,10:30,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Ver Restricciones
7905,SEMINARIO DE INVESTIGACION INDUSTRIAL,N-,PRESENCIAL,T-3,110,19:00,19:50,JU,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Ver Restricciones
0152,FISICA 2,N1,SEMIPRESENCIAL,HIBR,VIRTUAL,14:00,14:50,LU MA MI  VI,EDGAR DARIO ALVAREZ COTI,MIGUEL ALEJANDRO CARDONA URIZAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,N1,PRESENCIAL,T-3,316,15:40,16:30,LU  MI  VI,FRANCISCO JAVIER GONZALEZ LOPEZ,SIN AUXILIAR,Ver Restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N1,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,MA  JU,CESAR ALFONSO GARCIA GUERRA,SIN AUXILIAR,Ver Restricciones
0348,QUIMICA GENERAL 1,N1,PRESENCIAL,T-5,LAB-Q1,18:10,19:50,MI,JEREMY EMMANUEL BARRIOS ARANA,SIN AUXILIAR,Sin restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N1,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,LU,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,N2,PRESENCIAL,T-3,210,15:40,16:30,LU  MI  VI,JOSE ANIBAL SILVA DE LOS ANGELES,SIN AUXILIAR,Ver Restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N2,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,MA  JU,MARIO JOSE MERIDA MERE,SIN AUXILIAR,Ver Restricciones
0348,QUIMICA GENERAL 1,N2,PRESENCIAL,T-5,LAB-Q1,18:10,19:50,JU,CARLOS FERNANDO PAREDES VÉLIZ,SIN AUXILIAR,Sin restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N2,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,LU,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,N3,PRESENCIAL,T-3,209,15:40,16:30,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,SIN AUXILIAR,Ver Restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N3,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,MA  JU,EDWIN JOSÉ SARAVIA CANO,SIN AUXILIAR,Ver Restricciones
0348,QUIMICA GENERAL 1,N3,PRESENCIAL,T-5,LAB-Q1,18:10,19:50,MI,JEREMY EMMANUEL BARRIOS ARANA,SIN AUXILIAR,Sin restricciones
7902,SEMINARIO DE INVESTIGACION QUIMICA,N3,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,LU,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.O,PRESENCIAL,T-7,CNC,15:40,17:20,JU,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_O,PRESENCIAL,T-1,LAB ELEC,19:00,20:40,JU,BAYRON ARMANDO CUYAN CULAJAY,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,O,PRESENCIAL,T-3,414,15:40,17:20,MI,EDGAR YANUARIO LAJ HUN,SIN AUXILIAR,Sin restricciones
0008,IDIOMA TECNICO 2,O,PRESENCIAL,T-3,404,13:10,14:00,LU MA MI JU,HELEN JEANNETH MARTINEZ SUM,MARÍA PAULA LIGNYE LOYO MIRANDA,Sin restricciones
0101,AREA MATEMATICA BASICA 1,O,PRESENCIAL,T-3,411,12:20,14:00,LU MA MI  VI,FRANCISCO BERNARDO R DE LA ROSA,JORGE PABLO ORTIZ SOTO,Ver Restricciones
0118,MATEMATICA APLICADA 1,O,PRESENCIAL,T-3,402,15:40,16:30,LU  MI  VI,JUAN ORLANDO LOPEZ OROZCO,MICHELLE CAROLINA RIZZO LÓPEZ,Sin restricciones
0654,CONTABILIDAD 3,O,PRESENCIAL,T-3,112,14:00,14:50,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,SIN AUXILIAR,Sin restricciones
0655,ADMINISTRACION FINANCIERA,O,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,MA  JU,SHERLY GABRIELA HERRERA ESCOBAR,SIN AUXILIAR,Sin restricciones
0656,ADMINISTRACION DE EMPRESAS 1,O,PRESENCIAL,T-3,113,17:20,18:10,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,SIN AUXILIAR,Sin restricciones
0674,FUNDAMENTOS DE MERCADOTECNIA,O,PRESENCIAL,T-3,214,18:10,19:00,MA  JU,BYRON GERARDO CHOCOOJ BARRIENTOS,SIN AUXILIAR,Sin restricciones
0769,INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,O,SEMIPRESENCIAL,HIBR,VIRTUAL,14:50,15:40,MI,SERGIO LEONEL GOMEZ BRAVO,SIN AUXILIAR,Sin restricciones
0769,INTRODUCCION A LA PROGRAMACION DE COMPUTADORAS,O,SEMIPRESENCIAL,HIBR,VIRTUAL,14:50,16:30,LU,SERGIO LEONEL GOMEZ BRAVO,SIN AUXILIAR,Sin restricciones
2001,PRACTICAS FINALES INGENIERIA CIVIL,O,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,MAYRA REBECA GARCIA SORIA DE SIERRA,SIN AUXILIAR,Sin restricciones
3118,MATEMATICA APLICADA 1 (DIPLOMADO),O,PRESENCIAL,T-3,402,15:40,16:30,LU  MI  VI,JUAN ORLANDO LOPEZ OROZCO,SIN AUXILIAR,Sin restricciones
3656,ADMINISTRACION DE EMPRESAS 1 (DIPLOMADO),O,PRESENCIAL,T-3,113,17:20,18:10,LU  MI  VI,BYRON GERARDO CHOCOOJ BARRIENTOS,SIN AUXILIAR,Sin restricciones
7905,SEMINARIO DE INVESTIGACION INDUSTRIAL,O,PRESENCIAL,T-3,314,16:30,17:20,MA  JU,ERWIN DANILO GONZALEZ TREJO,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,O,PRESENCIAL,T-3,410,10:30,11:20,SA,KENNETH ISSUR ESTRADA RUIZ,SIN AUXILIAR,Sin restricciones
0654,CONTABILIDAD 3,O,PRESENCIAL,T-3,404,07:10,08:50,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0655,ADMINISTRACION FINANCIERA,O,PRESENCIAL,T-3,404,10:30,12:10,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0674,FUNDAMENTOS DE MERCADOTECNIA,O,PRESENCIAL,T-3,112,12:10,13:50,SA,JUAN CARLOS GODINEZ OROZCO,SIN AUXILIAR,Sin restricciones
7905,SEMINARIO DE INVESTIGACION INDUSTRIAL,O,PRESENCIAL,T-3,216,17:20,18:10,JU,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,O+,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,NORA LEONOR GARCIA TOBAR,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,O+,PRESENCIAL,T-3,110,16:30,17:20,MA  JU,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,O-,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,SELVIN ESTUARDO JOACHIN JUAREZ,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,O-,PRESENCIAL,T-3,110,16:30,17:20,MA  JU,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.P,PRESENCIAL,T-7,CNC,15:40,17:20,JU,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0082,TOPOGRAFIA 2,_P,SEMIPRESENCIAL,MEET,VIRTUAL,16:30,18:10,MA,JONATHAN ALEXANDER AJBAL CHEGUEN,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_P,PRESENCIAL,T-1,LAB-ELEC,08:50,10:30,SA,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0212,CONVERSION DE ENERGIA ELECTROMECANICA 1,_P,PRESENCIAL,T-1,LAB-MAQ,17:20,19:00,MA,JOSÉ LUIS MENDÓZA ALVARADO,SIN AUXILIAR,Sin restricciones
0214,MAQUINAS ELECTRICAS,_P,PRESENCIAL,T-1,LAB-MAQ,16:30,18:10,MI,JOSÉ LUIS MENDÓZA ALVARADO,SIN AUXILIAR,Sin restricciones
0224,ALTA TENSION,_P,PRESENCIAL,T-1,LAB-ELEC,10:30,12:10,SA,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0238,AUTOMATIZACION INDUSTRIAL,_P,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,09:40,SA,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,SIN AUXILIAR,Sin restricciones
0311,ANALISIS ESTRUCTURAL,_P,SEMIPRESENCIAL,MEET,VIRTUAL,14:00,14:50,JU,LUIS ESTUARDO SARAVIA RAMIREZ,SIN AUXILIAR,Sin restricciones
0314,CONCRETO ARMADO 1,_P,PRESENCIAL,EXT,PREFAB,15:40,16:30,JU,OSWALDO ROMEO ESCOBAR ALVAREZ,SIN AUXILIAR,Sin restricciones
0316,CONCRETO ARMADO 2,_P,PRESENCIAL,EXT,PREFAB,14:00,14:50,JU,YEFRY VALENTIN ROSALES JUAREZ,SIN AUXILIAR,Sin restricciones
0322,DISE\O ESTRUCTURAL 1,_P,SEMIPRESENCIAL,MEET,VIRTUAL,19:50,20:40,JU,CARLOS ANDRES PÉREZ TORRES,SIN AUXILIAR,Sin restricciones
0440,MICROBIOLOGIA,_P,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,JU,CARLOS SALVADOR WONG DAVI,SIN AUXILIAR,Sin restricciones
0001,ETICA PROFESIONAL,P,PRESENCIAL,T-1,L-II-1,13:10,14:00,LU  MI  VI,ROGELIO ALFREDO SALAZAR DE LEON,EUGENIO MIGUEL POLANCO SOTOJ,Sin restricciones
0006,IDIOMA TECNICO 1,P,PRESENCIAL,T-3,313,15:40,16:30,LU MA MI JU,HELEN JEANNETH MARTINEZ SUM,SIN AUXILIAR,Sin restricciones
0018,FILOSOFIA DE LA CIENCIA,P,PRESENCIAL,T-3,414,14:00,14:50,MA  JU,MILDRED CATALINA HERNANDEZ ROLDAN,SIN AUXILIAR,Sin restricciones
0022,PSICOLOGIA INDUSTRIAL,P,PRESENCIAL,T-3,112,18:10,19:00,MA  JU,KARLA LIZBETH MARTÍNEZ VARGAS,SIN AUXILIAR,Sin restricciones
0069,AREA TECNICA COMPLEMENTARIA 1,P,PRESENCIAL,S-11,106-DIB,13:10,14:50,LU,ALLEN EDUARDO RAMIREZ TOLEDO,LESLY MELISSA SIQUE SANTOS,Sin restricciones
0073,DIBUJO TECNICO MECANICO,P,SEMIPRESENCIAL,MEET,VIRTUAL,19:50,20:40,MI,ESDRAS FELICIANO MIRANDA OROZCO,SIN AUXILIAR,Sin restricciones
0090,PROGRAMACION DE COMPUTADORAS 1,P,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,LU  MI,JURGEN ANDONI RAMIREZ RAMÍREZ,KEVIN JOSUÉ XILOJ SUBUYÚ,Sin restricciones
0092,PROGRAMACION DE COMPUTADORAS 2,P,SEMIPRESENCIAL,MEET,VIRTUAL,18:10,19:00,MA  JU,HERMAN IGOR VELIZ LINARES,JOSUÉ ALEJANDRO PÉREZ BENITO,Sin restricciones
0101,AREA MATEMATICA BASICA 1,P,PRESENCIAL,T-3,310,14:50,16:30,LU MA MI  VI,EMELINE LORENA  PAREDES SANTIZO,SAUL ALEJANDRO CIFUENTES VIVAR,Sin restricciones
0103,AREA MATEMATICA BASICA 2,P,PRESENCIAL,T-3,112,14:50,16:30,LU MA MI  VI,JOSE ALBERTO BOY PIEDRASANTA,EDGARD ABRAHAM GARCÍA CUTZ,Sin restricciones
0112,AREA MATEMATICA INTERMEDIA 2,P,PRESENCIAL,T-3,314,15:40,16:30,LU MA MI  VI,ALEJANDRO ESTRADA MARTINEZ,GABRIEL CANDELARIO ICUTE YUCUTE,Sin restricciones
0114,AREA MATEMATICA INTERMEDIA 3,P,PRESENCIAL,T-3,315,15:40,16:30,LU MA MI  VI,OSCAR HUMBERTO MONTES ESTRADA,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0116,MATEMATICA APLICADA 3,P,PRESENCIAL,T-3,113,14:50,15:40,LU  MI  VI,EDER KEITH PAZ TIGUILA,GABRIEL CANDELARIO ICUTE YUCUTE,Sin restricciones
0147,FISICA BASICA,P,PRESENCIAL,T-3,211,14:00,14:50,LU MA  JU VI,RONAL NOE GALVEZ GARCIA,LUIS ARTURO SABAN LOPEZ,Sin restricciones
0150,FISICA 1,P,PRESENCIAL,T-3,212,14:00,14:50,LU  MI JU VI,CARLOS RODOLFO MARTINEZ GIRON,MIGUEL ALEJANDRO CARDONA URIZAR,Sin restricciones
0152,FISICA 2,P,PRESENCIAL,T-1,L-II-2,14:50,15:40,LU MA MI  VI,BAYRON ARMANDO CUYAN CULAJAY,JOSE ALFREDO AGUILAR CHAMALE,Sin restricciones
0154,FISICA 3,P,PRESENCIAL,T-3,105,18:10,19:00,LU  MI JU VI,ERICK ESTUARDO HERNANDEZ GARCIA,JOSÉ VICENTE BOTÓN LÓPEZ,Sin restricciones
0156,FISICA 4,P,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,LU MA MI  VI,RICARDO ENRIQUE CONTRERAS FOLGAR,JOSÉ VICENTE BOTÓN LÓPEZ,Sin restricciones
0172,MECANICA ANALITICA 2,P,PRESENCIAL,T-3,309,16:30,17:20,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,JOSE PABLO MARTINEZ BONILLA,Sin restricciones
0173,ANALISIS MECANICO,P,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,LU MA MI  VI,MURPHY OLYMPO PAIZ RECINOS,SIN AUXILIAR,Sin restricciones
0201,INSTALACIONES ELECTRICAS (CIVIL),P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,MI,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0201,INSTALACIONES ELECTRICAS (CIVIL),P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,VI,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0202,INGENIERIA ELECTRICA 2,P,PRESENCIAL,T-3,114,17:20,18:10,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,SIN AUXILIAR,Sin restricciones
0206,CIRCUITOS ELECTRICOS 2,P,PRESENCIAL,T-3,211,16:30,17:20,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,SIN AUXILIAR,Sin restricciones
0210,TEORIA ELECTROMAGNETICA 1,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,MA,VÍCTOR RENÉ PÉREZ MAYÉN,SIN AUXILIAR,Sin restricciones
0210,TEORIA ELECTROMAGNETICA 1,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,JU,VÍCTOR RENÉ PÉREZ MAYÉN,SIN AUXILIAR,Sin restricciones
0218,LINEAS DE TRANSMISION,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:50,20:40,MA,SAUL CABEZAS DURAN,SIN AUXILIAR,Sin restricciones
0218,LINEAS DE TRANSMISION,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,JU,SAUL CABEZAS DURAN,SIN AUXILIAR,Sin restricciones
0230,INSTRUMENTACION ELECTRICA,P,PRESENCIAL,T-3,114,18:10,19:00,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,SIN AUXILIAR,Sin restricciones
0233,ELECTRONICA APLICADA 1,P,PRESENCIAL,T-3,110,16:30,17:20,LU  MI  VI,HECTOR FRANCISCO REYES FRANCO,SIN AUXILIAR,Sin restricciones
0234,ELECTRONICA 4,P,PRESENCIAL,T-3,212,17:20,18:10,LU  MI  VI,HECTOR FRANCISCO REYES FRANCO,SIN AUXILIAR,Sin restricciones
0236,SISTEMAS DE CONTROL 1,P,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,GUSTAVO BENIGNO OROZCO GODINEZ,SIN AUXILIAR,Sin restricciones
0238,AUTOMATIZACION INDUSTRIAL,P,SEMIPRESENCIAL,MEET,VIRTUAL,18:10,19:50,MA,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,SIN AUXILIAR,Sin restricciones
0238,AUTOMATIZACION INDUSTRIAL,P,SEMIPRESENCIAL,MEET,VIRTUAL,19:50,20:40,JU,NESTOR OBDULIO ALEJANDRO CHAMALE CHITIC,SIN AUXILIAR,Sin restricciones
0243,COMUNICACIONES 4,P,PRESENCIAL,T-3,404,19:00,19:50,LU  MI  VI,GUILLERMO ANTONIO PUENTE ROMERO,SIN AUXILIAR,Sin restricciones
0244,COMUNICACIONES 2,P,PRESENCIAL,T-7,101,19:00,19:50,MA,LUIS EDUARDO DURAN CORDOVA,SIN AUXILIAR,Sin restricciones
0244,COMUNICACIONES 2,P,PRESENCIAL,T-7,101,15:40,17:20,JU,LUIS EDUARDO DURAN CORDOVA,SIN AUXILIAR,Sin restricciones
0252,HIDRAULICA,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,LUIS EDUARDO PORTILLO ESPAÑA,SIN AUXILIAR,Sin restricciones
0254,HIDROLOGIA,P,SEMIPRESENCIAL,HIBR,VIRTUAL,15:40,16:30,LU  MI  VI,CLAUDIO CESAR CASTAÑON CONTRERAS,SIN AUXILIAR,Sin restricciones
0280,INGENIERIA SANITARIA 1,P,PRESENCIAL,T-3,404,17:20,18:10,MA,NORMAN LEONEL SIGUI GIL,SIN AUXILIAR,Sin restricciones
0280,INGENIERIA SANITARIA 1,P,PRESENCIAL,T-3,404,17:20,19:00,JU,NORMAN LEONEL SIGUI GIL,SIN AUXILIAR,Sin restricciones
0281,SISTEMAS OPERATIVOS 1,P,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,19:00,LU  MI,SERGIO ARNALDO MENDEZ AGUILAR,EDGAR ROLANDO ALVAREZ RODRIGUEZ,Sin restricciones
0282,INGENIERIA SANITARIA 2,P,PRESENCIAL,T-3,215,17:20,18:10,MA,GUILLERMO FRANCISCO MELINI SALGUERO,SIN AUXILIAR,Sin restricciones
0282,INGENIERIA SANITARIA 2,P,PRESENCIAL,T-3,210,17:20,19:00,JU,GUILLERMO FRANCISCO MELINI SALGUERO,SIN AUXILIAR,Sin restricciones
0300,RESISTENCIA DE MATERIALES 1,P,PRESENCIAL,T-3,411,16:30,17:20,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,HEYSELL NAOMY ALBIZURES GARCÍA,Sin restricciones
0302,RESISTENCIA DE MATERIALES 2,P,SEMIPRESENCIAL,MEET,VIRTUAL,14:50,15:40,LU  MI  VI,MARIA DEL MAR GIRON CORDON,SIN AUXILIAR,Sin restricciones
0307,TIPOLOGIA ESTRUCTURAL,P,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,MA,JOSÉ ESTUARDO GALINDO ESCOBAR,HEYSELL NAOMY ALBIZURES GARCÍA,Sin restricciones
0307,TIPOLOGIA ESTRUCTURAL,P,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,18:10,JU,JOSÉ ESTUARDO GALINDO ESCOBAR,HEYSELL NAOMY ALBIZURES GARCÍA,Sin restricciones
0311,ANALISIS ESTRUCTURAL,P,PRESENCIAL,T-3,411,18:10,19:00,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,SIN AUXILIAR,Sin restricciones
0316,CONCRETO ARMADO 2,P,PRESENCIAL,T-3,412,17:20,18:10,LU  MI  VI,LUIS ESTUARDO SARAVIA RAMIREZ,GABRIELA ARACELY GARCIA ESTRADA,Sin restricciones
0322,DISE\O ESTRUCTURAL 1,P,PRESENCIAL,T-3,411,17:20,18:10,LU  MI  VI,JOSÉ ESTUARDO GALINDO ESCOBAR,HEYSELL NAOMY ALBIZURES GARCÍA,Sin restricciones
0324,DISE\O ESTRUCTURAL 2,P,PRESENCIAL,T-3,412,18:10,19:00,LU  MI  VI,LUIS ESTUARDO SARAVIA RAMIREZ,SIN AUXILIAR,Sin restricciones
0332,PUENTES,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,VICTOR VINICIO BARRIOS US,GABRIELA ARACELY GARCIA ESTRADA,Sin restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,P,PRESENCIAL,T-3,209,16:30,17:20,LU MA MI  VI,BYRON RENE AGUILAR UCK,SIN AUXILIAR,Sin restricciones
0434,PROCESOS QUIMICOS INDUSTRIALES,P,PRESENCIAL,T-3,215,19:00,19:50,LU  MI  VI,VICTOR MANUEL MONZON VALDEZ,SIN AUXILIAR,Sin restricciones
0454,METALURGIA Y METALOGRAFIA,P,PRESENCIAL,T-7,202,19:50,20:40,LU  MI  VI,HUGO LEONEL RAMIREZ ORTIZ,SIN AUXILIAR,Sin restricciones
0455,MATERIALES DE CONSTRUCCION 2,P,PRESENCIAL,T-3,112,16:30,17:20,LU  MI  VI,JOSE GABRIEL ORDONEZ MORALES,SIN AUXILIAR,Sin restricciones
0460,PAVIMENTOS,P,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:50,MA,WUILLIAN RICARDO YON CHAVARRIA,SIN AUXILIAR,Sin restricciones
0460,PAVIMENTOS,P,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,JU,WUILLIAN RICARDO YON CHAVARRIA,SIN AUXILIAR,Sin restricciones
0506,PLANTAS DE VAPOR,P,PRESENCIAL,T-7,106,18:10,19:00,LU  MI  VI,ROBERTO GUZMAN ORTIZ,SIN AUXILIAR,Sin restricciones
0510,INSTALACIONES MECANICAS,P,PRESENCIAL,T-7,201,16:30,17:20,MA  JU,ROBERTO GUZMAN ORTIZ,SIN AUXILIAR,Sin restricciones
0520,PROCESOS DE MANUFACTURA 1,P,PRESENCIAL,T-7,202,14:50,15:40,MA  JU,CARLOS ENRIQUE CHICOL CABRERA,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,P,PRESENCIAL,T-7,106,14:00,14:50,MA  JU,CARLOS SNELL CHICOL MORALES,SIN AUXILIAR,Sin restricciones
0526,DISE\O DE MAQUINAS 2,P,PRESENCIAL,T-7,202,19:00,19:50,LU  MI  VI,MILTON ALEXANDER FUENTES OROZCO,SIN AUXILIAR,Sin restricciones
0550,VIAS TERRESTRES 1,P,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,MARIO ESTUARDO ARRIOLA AVILA,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,P,SEMIPRESENCIAL,MEET,VIRTUAL,19:50,20:40,LU  MI  VI,FRANCISCO ARTURO HERNANDEZ ARRIAZA,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,P,PRESENCIAL,T-3,216,19:00,19:50,LU  MI  VI,SELVIN ESTUARDO JOACHIN JUAREZ,CARMEN ARELI HAYDEE GARCIA GUTIERREZ,Sin restricciones
0632,INGENIERIA DE PLANTAS,P,SEMIPRESENCIAL,ET,CERRADO,18:10,19:00,LU  MI  VI,STAFF,SIN AUXILIAR,Sin restricciones
0634,INGENIERIA DE METODOS,P,PRESENCIAL,T-3,105,19:00,19:50,LU  MI  VI,MARIA MARTHA WOLFORD E. DE HERNANDEZ,SIN AUXILIAR,Sin restricciones
0642,SEGURIDAD E HIGIENE INDUSTRIAL,P,PRESENCIAL,T-3,313,19:00,19:50,MA  JU,HUGO LEONEL ALVARADO DE LEON,SIN AUXILIAR,Sin restricciones
0650,CONTABILIDAD 1,P,PRESENCIAL,T-3,105,16:30,17:20,MA  JU,EDWIN JOSUE IXPATA REYES,SIN AUXILIAR,Sin restricciones
